PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;038;35;59;02;13;01;18;000.3;V;000.7;V;000.6;V;001.0;V;001.0;V;001.0;V;000.9;V;000.3;V;000.3;V;000.4;V;000.3;V;000.4;V;001.0;V;000.9;V;001.0;V;000.7;V;000.7;V;000.9;V;000.7;V;000.5;V;000.3;V;000.3;V;000.2;V;000.2;V
28;079;038;35;59;02;13;01;19;000.3;V;000.4;V;001.0;V;000.7;V;001.0;V;000.7;V;000.2;V;000.1;V;000.6;V;001.0;V;000.9;V;000.7;V;000.6;V;000.3;V;000.2;V;000.2;V;000.2;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.3;V;000.1;V
28;079;038;35;59;02;13;01;20;001.0;V;000.9;V;001.0;V;001.0;V;001.0;V;001.0;V;001.0;V;001.0;V;001.0;V;000.9;V;001.0;V;001.0;V;000.3;V;000.2;V;000.4;V;000.4;V;000.3;V;000.5;V;000.3;V;000.6;V;000.3;V;000.4;V;000.2;V;000.3;V
28;079;038;35;59;02;13;01;21;000.7;V;000.6;V;001.0;V;001.0;V;001.0;V;001.0;V;001.0;V;000.6;V;000.9;V;001.0;V;000.5;V;000.5;V;001.0;N;029.6;N;000.6;V;000.6;V;000.5;V;000.4;V;000.5;V;000.7;V;000.6;V;000.6;V;000.5;V;000.3;V
28;079;038;35;59;02;13;01;22;000.3;V;000.8;V;000.6;V;000.1;V;001.0;V;001.0;V;000.6;V;000.2;V;000.7;V;000.6;V;000.5;V;000.5;V;000.4;V;000.6;V;000.9;V;000.5;V;000.5;V;000.2;V;000.4;V;000.5;V;000.7;V;000.5;V;000.2;V;000.2;V
28;079;038;35;59;02;13;01;23;000.3;V;001.0;V;001.0;V;001.0;V;001.0;V;001.0;V;000.7;V;000.6;V;000.3;V;000.6;V;000.4;V;000.5;V;000.4;V;000.3;V;000.4;V;000.3;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V
28;079;038;35;59;02;13;01;24;000.2;V;000.6;V;001.0;V;000.7;V;000.6;V;001.0;V;000.6;V;000.6;V;000.2;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.5;V;000.3;V;000.4;V;000.6;V;000.7;V;001.0;V;001.0;V;000.9;V;000.9;V;000.7;V
28;079;038;35;59;02;13;01;25;001.1;V;000.6;V;000.2;V;000.3;V;000.6;V;001.0;V;000.5;V;000.6;V;002.0;V;003.1;V;001.5;V;001.0;V;000.9;V;000.4;V;000.4;V;000.7;V;000.4;V;000.5;V;000.4;V;000.4;V;000.7;V;000.5;V;000.5;V;000.4;V
28;079;038;35;59;02;13;01;26;000.3;V;000.3;V;000.2;V;000.4;V;000.7;V;000.7;V;001.0;V;001.0;V;000.6;V;000.4;V;000.2;V;000.3;V;000.4;V;000.5;V;000.5;V;000.5;V;000.4;V;000.4;V;000.9;V;000.9;V;000.9;V;001.1;V;001.3;V;000.6;V
28;079;038;35;59;02;13;01;27;001.2;V;000.9;V;000.4;V;000.2;V;000.3;V;000.4;V;000.4;V;000.4;V;000.5;V;000.4;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.5;V;000.7;V;000.7;V;000.2;V;000.3;V;000.3;V;000.2;V;000.9;V
28;079;038;35;59;02;13;01;28;000.7;V;001.0;V;001.0;V;000.7;V;000.3;V;001.0;V;001.0;V;000.6;V;000.6;V;000.8;V;000.9;V;000.9;V;000.8;V;000.6;V;000.5;V;000.3;V;000.6;V;000.6;V;000.6;V;000.8;V;000.9;V;001.0;V;001.0;V;000.9;V
28;079;038;35;59;02;13;01;29;001.1;V;001.0;V;000.6;V;000.7;V;000.8;V;000.8;V;001.0;V;001.1;V;002.1;V;003.2;V;002.9;V;002.3;V;002.2;V;002.2;V;002.4;V;002.1;V;001.9;V;002.0;V;002.3;V;002.2;V;003.4;V;005.3;V;004.8;V;005.7;V
28;079;038;35;59;02;13;01;30;003.9;V;003.9;V;002.7;V;001.1;V;000.8;V;000.8;V;001.1;V;001.2;V;002.3;V;003.2;V;003.0;V;001.9;V;002.7;V;002.1;V;002.0;V;002.3;V;001.6;V;001.3;V;001.3;V;001.3;V;002.0;V;001.8;V;001.6;V;002.3;V
28;079;038;35;59;02;13;01;31;003.4;V;002.7;V;002.6;V;002.0;V;001.5;V;001.2;V;001.5;V;002.2;V;002.6;V;002.3;V;002.5;V;001.6;V;002.9;V;003.1;V;003.1;V;002.1;V;001.9;V;002.2;V;002.0;V;001.4;V;001.3;V;001.8;V;002.1;V;001.7;V
28;079;039;06;48;02;13;01;01;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.6;V;000.7;V;001.1;V;000.8;V;000.6;V;000.8;V
28;079;039;06;48;02;13;01;02;000.8;V;000.6;V;000.6;V;000.5;V;000.5;V;000.5;V;000.5;V;000.6;V;001.0;V;001.3;V;001.0;V;000.9;V;000.4;V;000.4;V;000.3;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.2;V
28;079;039;06;48;02;13;01;03;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.7;V;000.6;V;000.8;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;001.4;V;002.9;V;001.8;V;002.0;V;002.2;V;001.0;V
28;079;039;06;48;02;13;01;04;000.6;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;001.1;V;001.3;V;000.6;V;000.4;V;000.5;V;000.8;V;000.8;V;000.6;V;000.7;V;000.7;V;000.8;V;001.0;V;001.4;V;001.3;V;001.9;V;001.9;V
28;079;039;06;48;02;13;01;05;001.5;V;001.6;V;000.9;V;000.5;V;000.6;V;000.6;V;000.5;V;000.8;V;000.9;V;001.2;V;001.1;V;001.0;V;000.9;V;000.6;V;000.8;V;000.7;V;000.7;V;000.6;V;000.9;V;001.0;V;001.8;V;002.0;V;002.6;V;002.2;V
28;079;039;06;48;02;13;01;06;001.8;V;001.1;V;000.8;V;000.9;V;000.8;V;000.7;V;000.8;V;000.7;V;000.7;V;001.0;V;000.7;V;000.8;V;000.7;V;000.8;V;000.6;V;000.5;V;000.6;V;000.6;V;000.5;V;001.0;V;001.6;V;001.8;V;002.2;V;002.5;V
28;079;039;06;48;02;13;01;07;001.7;V;000.8;V;000.7;V;000.6;V;000.6;V;000.5;V;000.5;V;000.4;V;000.7;V;000.6;V;000.7;V;000.7;V;000.6;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;039;06;48;02;13;01;08;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.6;V;000.6;V;000.5;V;000.4;V;000.4;V;000.3;V
28;079;039;06;48;02;13;01;09;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.3;V;000.4;V;000.3;V;000.5;V;000.6;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.3;V;000.5;V;000.4;V;000.3;V
28;079;039;06;48;02;13;01;10;000.3;V;000.4;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V;000.4;V;000.3;V;000.5;V;000.6;V;000.6;V;000.6;V;000.8;V;000.8;V;001.0;V;001.4;V;001.5;V;000.7;V;000.5;V
28;079;039;06;48;02;13;01;11;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.4;V;000.5;V;000.5;V;000.5;V;000.6;V;000.5;V;000.4;V;000.4;V;000.4;V;000.3;V;000.4;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;039;06;48;02;13;01;12;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V
28;079;039;06;48;02;13;01;13;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;039;06;48;02;13;01;14;000.2;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.4;V;000.5;V;001.0;V;000.7;V;000.4;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V
28;079;039;06;48;02;13;01;15;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.4;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V
28;079;039;06;48;02;13;01;16;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.2;V
28;079;039;06;48;02;13;01;17;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.2;V;000.3;V;000.4;V;000.5;V;000.4;V;000.4;V;000.3;V;000.2;V
28;079;039;06;48;02;13;01;18;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.3;V;000.3;V;000.4;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V
28;079;039;06;48;02;13;01;19;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.3;V;000.2;V;000.2;V
28;079;039;06;48;02;13;01;20;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.2;V;000.3;V;000.2;V;000.2;V
28;079;039;06;48;02;13;01;21;000.2;V;000.2;V;000.2;V;000.1;V;000.2;V;000.1;V;000.2;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.4;V;000.4;V;000.5;V;000.5;V;000.3;V;000.2;V
28;079;039;06;48;02;13;01;22;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.5;V;000.3;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.4;V;000.3;V;000.2;V;000.2;V
28;079;039;06;48;02;13;01;23;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V
28;079;039;06;48;02;13;01;24;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.3;V;000.3;V
28;079;039;06;48;02;13;01;25;000.4;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.5;V;000.9;V;000.8;V;000.7;V;000.5;V;000.4;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V
28;079;039;06;48;02;13;01;26;000.3;V;000.2;V;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.4;V;000.5;V;000.8;V;000.9;V;001.2;V;001.7;V
28;079;039;06;48;02;13;01;27;001.3;V;000.9;V;000.4;V;000.5;V;000.4;V;000.2;V;000.3;V;000.4;V;000.4;V;000.4;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V
28;079;039;06;48;02;13;01;28;000.2;V;000.1;V;000.1;V;000.1;V;000.1;V;000.1;V;000.2;V;000.4;V;000.5;V;000.4;V;000.3;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.3;V;000.4;V;000.5;V;000.5;V;000.5;V;000.7;V;000.8;V
28;079;039;06;48;02;13;01;29;000.7;V;000.5;V;000.5;V;000.4;V;000.4;V;000.4;V;000.4;V;000.7;V;001.2;V;001.4;V;000.6;V;000.5;V;000.6;V;000.4;V;000.6;V;000.7;V;000.8;V;000.7;V;000.8;V;001.2;V;001.7;V;002.4;V;001.9;V;000.9;V
28;079;039;06;48;02;13;01;30;001.5;V;001.1;V;000.5;V;000.3;V;000.3;V;000.3;V;000.4;V;001.0;V;001.9;V;001.6;V;000.7;V;000.7;V;000.9;V;000.6;V;000.6;V;000.6;V;000.4;V;000.5;V;000.6;V;000.7;V;001.0;V;001.4;V;001.5;V;001.4;V
28;079;039;06;48;02;13;01;31;001.5;V;001.1;V;000.8;V;000.5;V;000.4;V;000.4;V;000.4;V;000.9;V;000.8;V;000.8;V;000.6;V;000.4;V;000.5;V;000.9;V;001.0;V;000.8;V;000.5;V;000.5;V;000.6;V;000.6;V;000.7;V;000.7;V;001.1;V;001.5;V
28;079;039;07;08;02;13;01;01;00008;V;00013;V;00007;V;00006;V;00001;V;00001;V;00001;V;00002;V;00003;V;00001;V;00001;V;00002;V;00010;V;00015;V;00010;V;00008;V;00004;V;00005;V;00063;V;00087;V;00150;V;00102;V;00064;V;00105;V
28;079;039;07;08;02;13;01;02;00133;V;00090;V;00084;V;00078;V;00069;V;00058;V;00071;V;00108;V;00180;V;00253;V;00254;V;00193;V;00054;V;00059;V;00018;V;00004;V;00002;V;00002;V;00005;V;00022;V;00026;V;00012;V;00003;V;00001;V
28;079;039;07;08;02;13;01;03;00001;V;00001;V;00001;V;00001;V;00003;V;00010;V;00041;V;00144;V;00134;V;00181;V;00016;V;00014;V;00016;V;00028;V;00023;V;00019;V;00016;V;00010;V;00296;V;00750;V;00447;V;00457;V;00524;V;00204;V
28;079;039;07;08;02;13;01;04;00110;V;00003;V;00004;V;00002;V;00001;V;00001;V;00006;V;00031;V;00294;V;00364;V;00149;V;00049;V;00097;V;00152;V;00123;V;00080;V;00104;V;00113;V;00145;V;00194;V;00239;V;00229;V;00389;V;00392;V
28;079;039;07;08;02;13;01;05;00331;V;00352;V;00188;V;00079;V;00113;V;00095;V;00085;V;00191;V;00196;V;00250;V;00232;V;00205;V;00164;V;00076;V;00113;V;00105;V;00100;V;00096;V;00145;V;00166;V;00335;V;00414;V;00558;V;00526;V
28;079;039;07;08;02;13;01;06;00418;V;00231;V;00147;V;00169;V;00124;V;00126;V;00145;V;00148;V;00153;V;00221;V;00124;V;00120;V;00107;V;00114;V;00074;V;00060;V;00060;V;00044;V;00030;V;00124;V;00277;V;00351;V;00434;V;00490;V
28;079;039;07;08;02;13;01;07;00317;V;00132;V;00114;V;00098;V;00086;V;00075;V;00079;V;00037;V;00126;V;00082;V;00101;V;00102;V;00088;V;00026;V;00009;V;00016;V;00011;V;00012;V;00010;V;00008;V;00006;V;00002;V;00004;V;00003;V
28;079;039;07;08;02;13;01;08;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00006;V;00024;V;00034;V;00046;V;00028;V;00033;V;00040;V;00041;V;00032;V;00034;V;00039;V;00052;V;00082;V;00080;V;00070;V;00043;V;00019;V;00004;V
28;079;039;07;08;02;13;01;09;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00017;V;00033;V;00043;V;00039;V;00050;V;00035;V;00071;V;00097;V;00069;V;00052;V;00028;V;00034;V;00031;V;00018;V;00053;V;00042;V;00017;V
28;079;039;07;08;02;13;01;10;00020;V;00029;V;00031;V;00007;V;00048;V;00057;V;00063;V;00052;V;00066;V;00070;V;00057;V;00057;V;00040;V;00086;V;00084;V;00099;V;00110;V;00148;V;00160;V;00202;V;00320;V;00360;V;00140;V;00069;V
28;079;039;07;08;02;13;01;11;00056;V;00042;V;00031;V;00030;V;00030;V;00020;V;00027;V;00049;V;00066;V;00062;V;00067;V;00104;V;00071;V;00056;V;00048;V;00050;V;00029;V;00030;V;00027;V;00031;V;00017;V;00015;V;00014;V;00005;V
28;079;039;07;08;02;13;01;12;00003;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00006;V;00006;V;00009;V;00017;V;00014;V;00012;V;00010;V;00008;V;00006;V;00004;V;00005;V;00009;V;00009;V;00009;V;00011;V;00006;V;00003;V
28;079;039;07;08;02;13;01;13;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00004;V;00001;V;00001;V;00002;V;00005;V;00005;V;00006;V;00010;V;00010;V;00006;V;00006;V;00006;V;00012;V;00013;V;00001;V;00001;V;00001;V;00001;V
28;079;039;07;08;02;13;01;14;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00021;V;00099;V;00187;V;00113;V;00054;V;00025;V;00021;V;00019;V;00016;V;00017;V;00013;V;00012;V;00027;V;00025;V;00019;V;00013;V;00004;V;00002;V
28;079;039;07;08;02;13;01;15;00001;V;00001;V;00003;V;00001;V;00001;V;00001;V;00004;V;00012;V;00033;V;00025;V;00022;V;00018;V;00017;V;00016;V;00017;V;00014;V;00011;V;00015;V;00018;V;00021;V;00012;V;00011;V;00006;V;00002;V
28;079;039;07;08;02;13;01;16;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00018;V;00031;V;00029;V;00023;V;00013;V;00012;V;00016;V;00017;V;00014;V;00017;V;00021;V;00026;V;00032;V;00029;V;00032;V;00021;V;00003;V
28;079;039;07;08;02;13;01;17;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00010;V;00019;V;00022;V;00017;V;00015;V;00014;V;00016;V;00011;V;00016;V;00013;V;00014;V;00025;V;00052;V;00038;V;00031;V;00010;V;00004;V
28;079;039;07;08;02;13;01;18;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00019;V;00033;V;00031;V;00022;V;00017;V;00012;V;00013;V;00011;V;00012;V;00011;V;00012;V;00012;V;00013;V;00010;V;00009;V;00004;V;00003;V
28;079;039;07;08;02;13;01;19;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00005;V;00009;V;00010;V;00011;V;00013;V;00009;V;00006;V;00009;V;00027;V;00015;V;00019;V;00007;V;00007;V;00001;V
28;079;039;07;08;02;13;01;20;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00004;V;00008;V;00008;V;00010;V;00009;V;00004;V;00004;V;00005;V;00008;V;00009;V;00007;V;00011;V;00003;V;00002;V
28;079;039;07;08;02;13;01;21;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00002;V;00012;V;00023;V;00019;V;00012;V;00012;V;00017;V;00019;V;00011;V;00012;V;00013;V;00023;V;00032;V;00035;V;00057;V;00043;V;00010;V;00004;V
28;079;039;07;08;02;13;01;22;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00005;V;00020;V;00053;V;00023;V;00026;V;00024;V;00021;V;00028;V;00023;V;00026;V;00022;V;00017;V;00018;V;00032;V;00031;V;00013;V;00006;V;00002;V
28;079;039;07;08;02;13;01;23;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00006;V;00020;V;00018;V;00017;V;00013;V;00012;V;00009;V;00012;V;00011;V;00012;V;00020;V;00016;V;00017;V;00012;V;00011;V;00005;V;00002;V
28;079;039;07;08;02;13;01;24;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00006;V;00010;V;00010;V;00015;V;00004;V;00004;V;00008;V;00005;V;00013;V;00015;V;00015;V;00018;V;00019;V;00019;V;00021;V;00039;V;00019;V;00012;V
28;079;039;07;08;02;13;01;25;00023;V;00011;V;00001;V;00001;V;00001;V;00001;V;00012;V;00084;V;00202;V;00155;V;00119;V;00058;V;00042;V;00014;V;00017;V;00010;V;00014;V;00016;V;00029;V;00027;V;00031;V;00024;V;00017;V;00007;V
28;079;039;07;08;02;13;01;26;00003;V;00002;V;00003;V;00001;V;00002;V;00001;V;00002;V;00002;V;00002;V;00005;V;00015;V;00008;V;00004;V;00008;V;00015;V;00010;V;00005;V;00008;V;00024;V;00044;V;00091;V;00123;V;00187;V;00296;V
28;079;039;07;08;02;13;01;27;00197;V;00144;V;00047;V;00064;V;00034;V;00005;V;00029;V;00046;V;00053;V;00040;V;00036;V;00029;V;00019;V;00011;V;00015;V;00006;V;00007;V;00008;V;00008;V;00009;V;00010;V;00007;V;00002;V;00004;V
28;079;039;07;08;02;13;01;28;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00034;V;00064;V;00054;V;00014;V;00011;V;00023;V;00023;V;00016;V;00016;V;00013;V;00015;V;00024;V;00041;V;00033;V;00051;V;00099;V;00131;V
28;079;039;07;08;02;13;01;29;00151;V;00085;V;00085;V;00058;V;00070;V;00039;V;00053;V;00154;V;00293;V;00329;V;00134;V;00103;V;00099;V;00066;V;00083;V;00114;V;00111;V;00109;V;00123;V;00248;V;00406;V;00611;V;00471;V;00207;V
28;079;039;07;08;02;13;01;30;00361;V;00248;V;00063;V;00016;V;00016;V;00038;V;00070;V;00251;V;00460;V;00395;V;00148;V;00133;V;00167;V;00090;V;00086;V;00076;V;00046;V;00054;V;00085;V;00110;V;00181;V;00269;V;00274;V;00284;V
28;079;039;07;08;02;13;01;31;00338;V;00224;V;00156;V;00062;V;00035;V;00038;V;00073;V;00209;V;00165;V;00195;V;00121;V;00064;V;00072;V;00140;V;00153;V;00088;V;00047;V;00077;V;00097;V;00112;V;00113;V;00077;V;00190;V;00311;V
28;079;039;08;08;02;13;01;01;00038;V;00039;V;00035;V;00032;V;00020;V;00016;V;00016;V;00020;V;00024;V;00016;V;00016;V;00020;V;00027;V;00030;V;00028;V;00029;V;00031;V;00053;V;00082;V;00091;V;00100;V;00091;V;00078;V;00085;V
28;079;039;08;08;02;13;01;02;00074;V;00058;V;00059;V;00049;V;00043;V;00037;V;00051;V;00051;V;00077;V;00100;V;00107;V;00107;V;00070;V;00077;V;00042;V;00025;V;00028;V;00044;V;00051;V;00068;V;00079;V;00073;V;00045;V;00028;V
28;079;039;08;08;02;13;01;03;00021;V;00015;V;00020;V;00025;V;00040;V;00048;V;00066;V;00092;V;00102;V;00105;V;00049;V;00038;V;00034;V;00043;V;00041;V;00051;V;00051;V;00061;V;00166;V;00306;V;00201;V;00189;V;00206;V;00121;V
28;079;039;08;08;02;13;01;04;00084;V;00056;V;00041;V;00044;V;00030;V;00033;V;00052;V;00069;V;00126;V;00145;V;00094;V;00062;V;00082;V;00106;V;00109;V;00098;V;00109;V;00108;V;00105;V;00129;V;00140;V;00130;V;00161;V;00155;V
28;079;039;08;08;02;13;01;05;00133;V;00141;V;00094;V;00077;V;00063;V;00055;V;00051;V;00076;V;00071;V;00087;V;00094;V;00098;V;00100;V;00079;V;00099;V;00101;V;00102;V;00095;V;00105;V;00108;V;00147;V;00174;V;00206;V;00201;V
28;079;039;08;08;02;13;01;06;00169;V;00105;V;00075;V;00080;V;00061;V;00055;V;00059;V;00062;V;00058;V;00074;V;00062;V;00071;V;00074;V;00085;V;00083;V;00082;V;00085;V;00083;V;00082;V;00105;V;00140;V;00156;V;00178;V;00187;V
28;079;039;08;08;02;13;01;07;00129;V;00090;V;00066;V;00059;V;00053;V;00043;V;00046;V;00050;V;00064;V;00060;V;00063;V;00065;V;00063;V;00055;V;00045;V;00054;V;00054;V;00055;V;00048;V;00047;V;00042;V;00036;V;00041;V;00038;V
28;079;039;08;08;02;13;01;08;00039;V;00049;V;00053;V;00054;V;00047;V;00043;V;00043;V;00048;V;00054;V;00057;V;00051;V;00050;V;00050;V;00049;V;00049;V;00051;V;00056;V;00061;V;00072;V;00073;V;00072;V;00063;V;00055;V;00040;V
28;079;039;08;08;02;13;01;09;00029;V;00032;V;00034;V;00031;V;00025;V;00021;V;00026;V;00042;V;00056;V;00062;V;00060;V;00060;V;00045;V;00066;V;00079;V;00071;V;00071;V;00063;V;00067;V;00066;V;00063;V;00074;V;00069;V;00061;V
28;079;039;08;08;02;13;01;10;00057;V;00054;V;00054;V;00038;V;00050;V;00051;V;00049;V;00048;V;00056;V;00059;V;00055;V;00054;V;00048;V;00065;V;00067;V;00080;V;00089;V;00100;V;00102;V;00112;V;00142;V;00141;V;00091;V;00070;V
28;079;039;08;08;02;13;01;11;00066;V;00062;V;00063;V;00059;V;00065;V;00063;V;00065;V;00072;V;00079;V;00078;V;00076;V;00083;V;00075;V;00072;V;00075;V;00078;V;00067;V;00065;V;00067;V;00073;V;00056;V;00058;V;00056;V;00040;V
28;079;039;08;08;02;13;01;12;00029;V;00025;V;00018;V;00022;V;00020;V;00025;V;00026;V;00033;V;00027;V;00030;V;00037;V;00033;V;00027;V;00028;V;00026;V;00023;V;00022;V;00026;V;00039;V;00034;V;00039;V;00043;V;00034;V;00028;V
28;079;039;08;08;02;13;01;13;00024;V;00019;V;00017;V;00012;V;00012;V;00012;V;00016;V;00010;V;00018;V;00020;V;00018;V;00018;V;00021;V;00029;V;00032;V;00029;V;00027;V;00031;V;00043;V;00052;V;00023;V;00022;V;00017;V;00024;V
28;079;039;08;08;02;13;01;14;00025;V;00010;V;00007;V;00010;V;00023;V;00031;V;00059;V;00102;V;00119;V;00099;V;00068;V;00040;V;00035;V;00033;V;00029;V;00032;V;00031;V;00038;V;00063;V;00051;V;00058;V;00043;V;00022;V;00014;V
28;079;039;08;08;02;13;01;15;00009;V;00008;V;00008;V;00006;V;00006;V;00007;V;00019;V;00037;V;00068;V;00058;V;00042;V;00034;V;00032;V;00028;V;00032;V;00032;V;00039;V;00039;V;00044;V;00049;V;00043;V;00038;V;00027;V;00017;V
28;079;039;08;08;02;13;01;16;00013;V;00010;V;00006;V;00005;V;00007;V;00007;V;00024;V;00047;V;00056;V;00055;V;00043;V;00031;V;00025;V;00033;V;00035;V;00033;V;00036;V;00044;V;00055;V;00063;V;00066;V;00067;V;00053;V;00017;V
